,email,q1,q2,q3,q4,q5
1573,10,,6,6,,
1574,5,,2,2,,
1575,10,對於一個喜歡去旅遊的人來說，如果不加入亞洲萬里通成為其會員，就不是一位旅遊達人了。,6,6,操作簡易。產品全面。,"'達成里賞'收費可考慮減半！
指定之二人，可合拼使用對換里數！"
1576,1,A colourful program with little substance/benefits.,5,1,Nothing.,"Everything. Really, max 200 characters for meaning answer? Who are you kidding?"
1577,8,,5,5,,
1578,10,It offers miles programme for free flights,5,5,I use it mainly for free flights,All fine
1579,7,,5,5,,
1580,10,it's good to earn miles for travelling while spending,3,2,,1) lift the class restrictions in earning miles; 2) get more staff to handle telephone enquiries
1581,7,,4,5,,
1582,10,Easy choice and usage of airmiles.,6,6,Redemption availability.,"Keep adding new ""earn"" incentives."
1583,0,,7,1,Easy to get miles,"I have said it the last time, it is so difficult to claim CX tickets using miles, or even claim upgr"
1584,10,因為現時好多地方，可以取得asia mile,5,6,"可以增加多些取asia mile,",多些優惠
1585,7,Good follow up with members but did not send garbage messages,7,7,Low Profile with no trouble,Should link up with Marco Polo membership better
1586,4,,3,3,,
1587,8,satisfying,4,4,redeeming,easier points...lower requirement to redeem...no expiration
1588,10,,4,5,Redeem points to upgrade,"Redemption of tickets, always full"
1589,5,,6,6,Tickets,
1590,10,,5,5,,
1591,7,,5,5,,
1592,8,,5,5,,
1593,4,,1,1,,
1594,6,,3,3,,
1595,5,Service has deteriorated in recent years,4,3,savings especially for frequent flying,Makes it easier to redeem miles without the long wait on the telephone!
1596,7,Save credit for next trips!,4,4,Good services,
1597,8,Varieties of gifts n coupons,4,5,"Choices for us, dining, household stuffs, etc",Extend the expiration date
1598,8,可累積里數換機票,5,5,可於綱上兌換獎勵航班,可在綱上更改，取消所以的奬勵航班
1599,8,,3,1,,
1600,7,Most of the restaurants participating in Asia Miles would not tell customers directly,4,2,Can earn miles from lots of ways,More promotion in redeem air tickets should be provided
1601,6,,5,6,It applies to different airlines,The earning mile system needs to be improved
1602,8,The points system makes it harder to track. Whereas a pure miles system is cut and dry.,6,5,It's still pretty easy to accumulate at the moment.,Allow more accumulation at lower fares on CX.
1603,7,There are limitations of Asia Miles programme such as reservation amendment charges and partners,5,3,Partnership with banks for earning mileages is good.,More airlines partners should be made available for redemption.
1604,10,,3,3,,
1605,5,沒有initiative,6,2,信用卡兌換相對容易,需要於網上兌換所有Oneworld航空公司航班(英航Avios能做到)
1606,7,"對換機票時, 電話時常打不通, 很不方便",7,1,接聽電話的人有禮貌,"接聽電話的人人手不足, 等射時間太長. 希望可改為網上對換, 或是預約忌聯絡時間."
1607,10,,5,2,,
1608,6,換取機票時 接駁電話時間太長,5,1,,
1609,8,Asia miles is not a 10 yet,5,3,Can't say,"Make it easier to redeem a ticket, seats are seldom available ."
1610,7,The benefits are not so attractive,5,4,More joint promotion with the air line is recommended,
1611,8,My Asia Mile is attached with Macro Polo which is part of the One World Alliance.,6,5,Its affiliation with One Wrold.,"Interesting, I cannot type longer message than the maximum of 200 words! What an error!"
1612,6,,4,2,,
1613,10,"Good service, safe and efficient.",4,4,Easy online redemption,"Increase more online function, such as redemption for the partner airline, checking availability"
1614,7,There are rooms for improving the customer service.,4,3,It allows customers to choose flights from Cathay Pacific and so on.,It may consider providing more tickets with discount more frequently.
1615,9,,5,3,,
1616,8,,6,5,,
1617,3,difficult to call through. redeem is not flexible. Earning miles is not easy neither.,2,2,Can redeem air tickets,address the above comment
1618,9,,5,5,Many ways to earn.,
1619,8,,4,4,,
1620,10,,4,4,,
1621,9,,5,1,Redemption of miles for flights to London improved with 5 flights now available.,More access to redeeming flights.
1622,10,I earned tickets from Asia Miles.,6,5,many ways to earn Asia Miles,Reserve more tickets for members to redeem as I always need to book tickets one year in advance.
1623,7,the reason is that most the time the airlines seats are allways full on the dates you want.,6,4,to get miles from credit card programs is good,should have more deals to offer people
1624,7,,5,4,,
1625,7,,3,4,,
1626,9,enjoy free ride.,4,4,reward frequent traveler,lower the threshold to upgrade to macro polo members and have more benefits for green card holders.
1627,5,Tried to use mileage that were due to expire but access to transfer mileage was down for 2wks in Jun,5,4,It's free to join,More Internet friendly
1628,7,There are room for improvement,6,6,Earn miles through multiple ways,More outlets to earn miles
1629,5,I dont like the way Asia Miles handles the redemption group. Too expensive to change/modify members,5,5,Connected with Cathay,Redemption members should be freely changed/modified. At least should allow change once annually
1630,10,,6,6,,
1631,7,I had an experience that I could not get into on line redemption booking previously .,5,6,accumulate redemption points through Pacific Airline Group.,Provide more varieties of redemption. e.g. redemption of consumer products .
1632,10,Earning Asia Miles can help me to redeem many many gifts and air tickets easily.,5,6,Many kinds of gifts.,Invite more restaurants to join your Asia Miles list.
1633,10,方便,3,5,服務好,沒有
1634,6,,6,7,,
1635,10,Worth it,4,5,Across a wide range of partners,
1636,8,,5,4,,
1637,8,,5,3,,
1638,0,,1,1,,
1639,10,在乘坐班機後有合理的回報,4,7,"短線航班容易換取,電話服務亦較以前提高效率",保持目前的效率，儘早通知有位與否
1640,5,,1,4,,
1641,10,Earning of miles and redemption of ticket are easy and simple.,7,7,,More airlines to choose for redemption.
1642,10,,4,2,,
1643,5,,4,2,,Make it easier to redeem tickets and upgrades.
1644,8,能賺取里數，取得服務。,4,4,有問題立刻幫助解決，每月均會有月結提示。,暫時未有。
1645,10,,5,3,,
1646,7,,5,1,,Asia Miles should open more opportunities to redeem long haul  flight tickets.
1647,5,As I don't think it is convenient to be able to browse at your service just at a glance.,4,5,Redemption program,Find easier ways to help customers understand your service more.
1648,7,"本是十分，因為是優惠，應不錯。
但程序不𣈱，經常不成功
花太多時間
及查閱禮品非user friendly
似乎有些少留難，不願付出似的",6,3,提醒,參看以上
1649,8,Flight ticket redemption is the greatest attractiveness for people who love travelling,5,3,,"If I want to redeem open jaw tickets, it must be done through hotline which is always busy"
1650,8,,6,6,,
1651,8,"It is not the programme Asia Miles that I would recommend, but more so the airline CX.",5,7,"There is a wide range of redemption products, services and airline awards to choose from.",It is never possible to get the redemption flights we REALLY want...
1652,5,,3,1,,"like singapore airline, we can use miles as dollar to buy the next ticket."
1653,10,,5,4,,
1654,10,,4,4,,
1655,8,可替換機票和酒店及其它禮品！里數也不太鞋儲蓄的、連去晚餐乜可得里數,5,4,乜不太難取得里數,"但不容易換領機票,希望放多一些兌換機位"
1656,3,I am quite disappointed with a few areas of the service. After flying for over 2 years busines,3,3,,not move diamond status straight to green
1657,8,,3,3,,
1658,7,,7,5,,
1659,10,因為真的有用，有奬賞！,5,5,,
1660,10,,6,7,,
1661,8,有积分可以换航班挺好,3,4,,
1662,10,Great service provided,3,5,Excellent customer service,"To alert customer on points are going to expire !
Faster response on phone call!"
1663,5,,1,3,,
1664,1,Infinitely more inferior than Marco Polo,2,1,Can't think of any,Grant me Marco Polo membership
1665,10,It is used worldwide,5,5,You earn miles easily not only when you fly,
1666,7,,5,6,,
1667,1,"even with marco polo gold status, can never get confirmation on redemption booking.  Hopeless.",2,1,nothing,"you need to confirm redemption ticket at least 3 months before travel date, NOT 3 days."
1668,9,so far good to earn mileages,6,5,many airline partners for me,even more airline partners to extend the coverage of the world
1669,9,因身邊的朋友也喜愛旅行，而這是方便又容易地儲里數，去換取機票或酒店,5,5,,
1670,10,"user friendly website, reliable airline",4,3,time to time promotions email,more promotions
1671,10,Because it is a well marketed and flexible programme which is well run.,4,7,Excellent deals,"Clearly explain the new programme to members, highlighting the old versus the new, opens and honestl"
1672,10,,4,4,,
1673,10,因為可以換取機票,5,5,在機場出示證件都可以儲積分,加入更多商店儲積分，令到更加容易
1674,0,Customer service is rubbish,2,2,Nothing,Everything
1675,10,因為可以賺取飛行里數換領機票或其它物品,6,5,飛行里數可以換領物品,希望可以容易些換機票
1676,8,"I believe the product offers a god service, based upon my own experiences.",4,6,,
1677,8,"can exchange flight tickets which is quite attractive to me, since i'm quite addicted to traveling",4,5,the scheme itself is quite easy to understand,can allow more flexibility in converting the miles esp. into flight tickets
1678,6,,4,4,,
1679,8,its free to sign up and there are many ways to earn and redeem miles.,5,5,its free to sign up and there are many ways to earn and redeem miles.,Increase airline and hotel partners to enhance coverage.
1680,10,,4,3,,
1681,7,Your service is quite good,5,6,,
1682,8,資訊充足，快捷,5,5,同上面,暫時末有意見
1683,8,,4,4,,
1684,9,,4,4,,
1685,7,打電話方面不是太好，比較時間長，希望你們改善！,4,2,,
1686,10,Enjoy flight ticket redemption and many other hot offers,7,4,Brining new partners and offers frequently,Some offers are too mass
1687,4,最主要係很難賺取里數，主要只能在酒店餐飲才能賺取里數再加上不能同時亨用優惠，才可以賺取，所以很難賺取里數。,1,5,,餐飲要多些種類，可以同時享有優惠，如果好似信用卡那樣，餐飲購物有折扣之餘還可以賺取飛行里數，我相信會有很多人享用及推介給朋友。否則你們只會比信用卡淘汰，因為現在有些信用卡不用經你們就可以換到機票。
1688,10,"方面, 易用.",4,4,,
1689,3,I feel that changes in the way members can earn miles through Marco Polo has greatly diminished,1,1,None at present,Give members better opportunities to earn and redeem miles.
1690,10,Loyalty of being a Gold Card CX holder since 1990,6,5,Upgrading,A thankyou letter or few bonus miles to anyone like me who has been a loyal member since 1990!
1691,10,Excellent system : excellent communications!,4,3,Fairness,Make it easier to earn points
1692,7,,4,6,,It would have been great if there's no time limit to the miles earned.
1693,8,"Asia Miles are a good mileage awards programme for anyone in Asia, only",6,5,Easily recognised in Asia,"Expand the coverage, and link cards to family"
